date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:32:04	45165/45165	U-----	200	untouched ('OK')	text/html	date:Mon,%2029%20Dec%202014%2004:54:30%20GMT	http://www.consciousminds.org/advanced-event-production.html	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/www.consciousminds.org/advanced-event-production.html	(from http://www.consciousminds.org/)
10:32:05	37154/37154	---M-Z	200	added ('OK')	image/png	etag:985a917639676b1ebf5e1edf4fd4d826	http://nebula.wsimg.com/78c2cfab5366433ec9a1b4b1c83538fe?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/78c2cfab5366433ec9a1b4b1c83538fe985f.png	(from http://www.consciousminds.org/)
10:32:05	43720/43720	U-----	200	untouched ('OK')	text/html	date:Mon,%2029%20Dec%202014%2004:54:30%20GMT	http://www.consciousminds.org/harmonic-sound-studio.html	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/www.consciousminds.org/harmonic-sound-studio.html	(from http://www.consciousminds.org/)
10:32:06	32621/32621	---M-Z	200	added ('OK')	image/png	etag:307977d3ecd6fb13f50d58637c8474ab	http://nebula.wsimg.com/d96a447e14c868ffc8122970a11b3fa3?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/d96a447e14c868ffc8122970a11b3fa3985f.png	(from http://www.consciousminds.org/)
10:32:07	51749/51749	U-----	200	untouched ('OK')	text/html	date:Mon,%2029%20Dec%202014%2004:54:30%20GMT	http://www.consciousminds.org/products.html	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/www.consciousminds.org/products.html	(from http://www.consciousminds.org/)
10:32:09	34398/34398	---M-Z	200	added ('OK')	image/png	etag:76613a76e29d2c3117dbcbb1b4cb2b5a	http://nebula.wsimg.com/7066718b1b0bb9a193bed768066c0e90?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/7066718b1b0bb9a193bed768066c0e90985f.png	(from http://www.consciousminds.org/)
10:32:10	18945/18945	---M-Z	200	added ('OK')	image/jpeg	etag:dce9e0712f047359d3adb14d7b8a8f97	http://nebula.wsimg.com/b797ccdd7e85263ca73f04979a961394?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/b797ccdd7e85263ca73f04979a961394985f.jpg	(from http://www.consciousminds.org/)
10:32:10	52320/52320	U-----	200	untouched ('OK')	text/html	date:Mon,%2029%20Dec%202014%2004:54:30%20GMT	http://www.consciousminds.org/contact-us.html	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/www.consciousminds.org/contact-us.html	(from http://www.consciousminds.org/)
10:32:10	117346/117346	---MCZ	200	added ('OK')	image/jpeg	etag:5c038abbed728c6055076a11006deb8b	http://nebula.wsimg.com/361e16995dd8b5dac7980f902b049562?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/361e16995dd8b5dac7980f902b049562985f.jpg	(from http://www.consciousminds.org/)
10:32:10	32629/32629	---M-Z	200	added ('OK')	image/png	etag:9269a35a515c9e529d8e590be109e4cc	http://nebula.wsimg.com/a40fa06b0c22b401fe0dbb0d7742863c?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/a40fa06b0c22b401fe0dbb0d7742863c985f.png	(from http://www.consciousminds.org/)
10:32:10	9253/9253	---M-Z	200	added ('OK')	image/png	etag:68dc5cb8f6da5c27bd513a2a8a940158	http://nebula.wsimg.com/2a11d166fc4952c573568688fa180ecd?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/2a11d166fc4952c573568688fa180ecd985f.png	(from http://www.consciousminds.org/)
10:32:10	4612/4612	---M-Z	200	added ('OK')	image/png	etag:763a52254dd2a0debe3adabe4ea7b5d0	http://nebula.wsimg.com/d38c4baea2bafaa50d63e374f97a7d12?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/d38c4baea2bafaa50d63e374f97a7d12985f.png	(from http://www.consciousminds.org/)
10:32:14	29364/29364	---M-Z	200	added ('OK')	image/jpeg	etag:6dd122a458d1d5d6431f8cd5eb30e176	http://nebula.wsimg.com/0502be61eefe09957a32970ca33da981?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/0502be61eefe09957a32970ca33da981985f.jpg	(from http://www.consciousminds.org/)
10:32:14	22951/22951	---M-Z	200	added ('OK')	image/jpeg	etag:4818e51306338ed5260b8b7639a94e6b	http://nebula.wsimg.com/712ac1def230a29e728ecd2ce16e8364?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/712ac1def230a29e728ecd2ce16e8364985f.jpg	(from http://www.consciousminds.org/)
10:32:14	22951/22951	---M-Z	200	added ('OK')	image/jpeg	etag:4818e51306338ed5260b8b7639a94e6b	http://nebula.wsimg.com/a23f6b6ad28e5b218e5b40107287f51f?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/a23f6b6ad28e5b218e5b40107287f51f985f.jpg	(from http://www.consciousminds.org/)
10:32:15	11312/11312	---M-Z	200	added ('OK')	image/jpeg	etag:01a5e418657d3fc903c5faf3cc58f8a0	http://nebula.wsimg.com/2b3abdf7101d48f30c8c77e4f820605a?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/2b3abdf7101d48f30c8c77e4f820605a985f.jpg	(from http://www.consciousminds.org/)
10:32:15	24788/24788	---M-Z	200	added ('OK')	image/jpeg	etag:cb9fc5cfccd2af81d84178eb647ec1e2	http://nebula.wsimg.com/157edcca3698e48dca8417bcdb389aac?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/157edcca3698e48dca8417bcdb389aac985f.jpg	(from http://www.consciousminds.org/)
10:32:15	6975/6975	---M-Z	200	added ('OK')	image/jpeg	etag:efb299d9ead66c0152e45806b32a249c	http://nebula.wsimg.com/92b218c1131ec9b2ea0f209c1124b033?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/92b218c1131ec9b2ea0f209c1124b033985f.jpg	(from http://www.consciousminds.org/)
10:32:19	5543/5543	---M-Z	200	added ('OK')	image/png	etag:45d6c6aa2facd93ab9b7c4079b791302	http://nebula.wsimg.com/c005b0b215a201b565b81ce6ca2a2a6a?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/c005b0b215a201b565b81ce6ca2a2a6a985f.png	(from http://www.consciousminds.org/)
10:32:19	3343/3343	---M-Z	200	added ('OK')	image/png	etag:e0b1115c32599a4a1f27df5905648d07	http://nebula.wsimg.com/a6691a5450d283bc8cd32f3ae877aaa3?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/a6691a5450d283bc8cd32f3ae877aaa3985f.png	(from http://www.consciousminds.org/)
10:32:20	51/51	---MCZ	200	added ('OK')	text/plain	date:Tue,%2030%20Dec%202014%2016:32:22%20GMT	http://fonts.googleapis.com/robots.txt		(from http://www.consciousminds.org/)
10:32:20	6781/6781	---M-Z	200	added ('OK')	image/jpeg	etag:a790210b6ba5ea31400800d4924eb442	http://nebula.wsimg.com/0b29066b8722783d18b1d8851915ce22?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/0b29066b8722783d18b1d8851915ce22985f.jpg	(from http://www.consciousminds.org/)
10:32:21	31954/31954	---M-Z	200	added ('OK')	image/png	etag:7e2f08c54c66dcaed206e7d0e2fa005e	http://nebula.wsimg.com/639cb3061bce1a854e5994035491e0ff?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/639cb3061bce1a854e5994035491e0ff985f.png	(from http://www.consciousminds.org/)
10:32:21	964/964	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Dec%202014%2016:32:22%20GMT	http://www.consciousminds.org/css!starfield/sf.core.css	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/www.consciousminds.org/css!starfield/sf.core.html	(from http://img4.wsimg.com/starfield/duel/v2.5.7/duel.js?appid=O3BkA5J1)
10:32:21	210/210	---M-Z	404	error ('Not%20Found')	application/xml	date:Tue,%2030%20Dec%202014%2016:32:22%20GMT	http://nebula.wsimg.com/robots.txt		(from http://www.consciousminds.org/)
10:32:22	8493/8493	---M-Z	200	added ('OK')	image/jpeg	etag:03c77ef5616c2829ad6bc16f07f2fb59	http://nebula.wsimg.com/b13d3b19af4b6f2503afe1f0564d7e0a?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/b13d3b19af4b6f2503afe1f0564d7e0a985f.jpg	(from http://www.consciousminds.org/about-us.html)
10:32:22	37711/37711	U-----	200	untouched ('OK')	text/html	date:Mon,%2029%20Dec%202014%2004:54:30%20GMT	http://www.consciousminds.org/meme-divinity.html	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/www.consciousminds.org/meme-divinity.html	(from http://www.consciousminds.org/about-us.html)
10:32:22	5550/5550	---M-Z	200	added ('OK')	image/jpeg	etag:363ad1dc1ee869be705454bf11404aa6	http://nebula.wsimg.com/deb5ae7df315d7f819cfc015ae97a9f9?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/deb5ae7df315d7f819cfc015ae97a9f9985f.jpg	(from http://www.consciousminds.org/about-us.html)
10:32:22	8351/8351	---M-Z	200	added ('OK')	image/jpeg	etag:d45783f277449c2093d19fe75ef16f37	http://nebula.wsimg.com/488d23ed7bbcb9750e1e4dcb7735d868?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/488d23ed7bbcb9750e1e4dcb7735d868985f.jpg	(from http://www.consciousminds.org/about-us.html)
10:32:22	36629/36629	U-----	200	untouched ('OK')	text/html	date:Mon,%2029%20Dec%202014%2004:54:30%20GMT	http://www.consciousminds.org/millie-lopez.html	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/www.consciousminds.org/millie-lopez.html	(from http://www.consciousminds.org/about-us.html)
10:32:22	195/195	U-----	200	untouched ('')	image/png	etag:%2216816d2ffd1ed01:0%22	https://img4.wsimg.com/wst/v7/WSB7_J_20141223_1502_doc-migra_4587/v2/images/wsb-slideshow-nav-arrows-sprt.png	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/img4.wsimg.com/wst/v7/WSB7_J_20141223_1502_doc-migra_4587/v2/images/wsb-slideshow-nav-arrows-sprt.png	(from http://www.consciousminds.org/site.css?v=494982981)
10:32:23	7515/7515	---M-Z	200	added ('OK')	image/jpeg	etag:abf1708a85112db5ada2e771371ca3b5	http://nebula.wsimg.com/929691d2d05d919b0ea537e29bed6da5?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/929691d2d05d919b0ea537e29bed6da5985f.jpg	(from http://www.consciousminds.org/about-us.html)
10:32:23	7521/7521	---M-Z	200	added ('OK')	image/jpeg	etag:45e4531e0a4fcca47c823e0e5b0dbae9	http://nebula.wsimg.com/66beb7fb8789ae0553aa3a422924f05c?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/66beb7fb8789ae0553aa3a422924f05c985f.jpg	(from http://www.consciousminds.org/about-us.html)
10:32:24	37793/37793	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Dec%202014%2004:54:30%20GMT	http://www.consciousminds.org/sara-salzman.html	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/www.consciousminds.org/sara-salzman.html	(from http://www.consciousminds.org/about-us.html)
10:32:24	6371/6371	---M-Z	200	added ('OK')	image/jpeg	etag:bc5c698ebe8d3b9a52e3d8c966b5f952	http://nebula.wsimg.com/8a45085011cfacc0a2bb5f0b31dcd949?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/8a45085011cfacc0a2bb5f0b31dcd949985f.jpg	(from http://www.consciousminds.org/about-us.html)
10:32:24	5223/5223	---M-Z	200	added ('OK')	image/jpeg	etag:50a4ab508cb79e81f9ee55f624f38816	http://nebula.wsimg.com/2f85e5c6891ee940421d5cc7e88b5dae?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/2f85e5c6891ee940421d5cc7e88b5dae985f.jpg	(from http://www.consciousminds.org/about-us.html)
10:32:25	22889/22889	---M-Z	200	added ('OK')	image/jpeg	etag:882ec7815c42bc5aa2f85da1c9da9f37	http://nebula.wsimg.com/1272c6fa99d1e5a686ca5dbf8e900c00?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/1272c6fa99d1e5a686ca5dbf8e900c00985f.jpg	(from http://www.consciousminds.org/about-us.html)
10:32:27	17003/17003	---M-Z	200	added ('OK')	image/jpeg	etag:217ebcee973c93d53f37ccd3bfdf096a	http://nebula.wsimg.com/2444bbf5dc7312286d853e931ee89bb5?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/2444bbf5dc7312286d853e931ee89bb5985f.jpg	(from http://www.consciousminds.org/about-us.html)
10:32:28	19916/19916	---M-Z	200	added ('OK')	image/jpeg	etag:a7ad02a9e05932149623bf90cd924c58	http://nebula.wsimg.com/a8bd54a07557bb09cb812d0157464fb5?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/a8bd54a07557bb09cb812d0157464fb5985f.jpg	(from http://www.consciousminds.org/about-us.html)
10:32:35	33723/33723	---M-Z	200	added ('OK')	image/jpeg	etag:c3aa8071865b3ec707b12cfc9d64bc1d	http://nebula.wsimg.com/677ce6d3a64af663e6c2c4d99c9073f6?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/677ce6d3a64af663e6c2c4d99c9073f6985f.jpg	(from http://www.consciousminds.org/about-us.html)
10:32:38	18764/18764	---M-Z	200	added ('OK')	image/jpeg	etag:383895a19adc6ec77e349feeb7494e71	http://nebula.wsimg.com/c05a709b05be701d2d7aabe0fa3f42c0?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/c05a709b05be701d2d7aabe0fa3f42c0985f.jpg	(from http://www.consciousminds.org/about-us.html)
10:32:42	25435/25435	---M-Z	200	added ('OK')	image/jpeg	etag:ac9ef1d48d59a10b55d3bbc0117badda	http://nebula.wsimg.com/b7eb927e6284c3f4f5c459936e48e536?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/b7eb927e6284c3f4f5c459936e48e536985f.jpg	(from http://www.consciousminds.org/about-us.html)
10:32:42	76140/76140	---MCZ	200	added ('OK')	image/png	etag:0921ded91206fa911e231bfd320f69e2	http://nebula.wsimg.com/d2a382283ad4346c6563bbdd7b66a20a?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/d2a382283ad4346c6563bbdd7b66a20a985f.png	(from http://www.consciousminds.org/about-us.html)
10:32:43	2873/2873	---M-Z	200	added ('OK')	image/jpeg	etag:74edf08db8c18f0d5cf0d5798d6315b5	http://nebula.wsimg.com/6b8de08e7428b632f695b9cab5f8ebac?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/6b8de08e7428b632f695b9cab5f8ebac985f.jpg	(from http://www.consciousminds.org/about-us.html)
10:32:44	4315/4315	---M-Z	200	added ('OK')	image/jpeg	etag:ac50f547fbecdc977e4242f1a5d63263	http://nebula.wsimg.com/93436eed1863a838ace35d0bf1121c36?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/93436eed1863a838ace35d0bf1121c36985f.jpg	(from http://www.consciousminds.org/about-us.html)
10:32:45	7773/7773	---M-Z	200	added ('OK')	image/jpeg	etag:31379c5abb7d2207e6841fc238383516	http://nebula.wsimg.com/125204f159531a9a6dd70bb5deaec38d?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/125204f159531a9a6dd70bb5deaec38d985f.jpg	(from http://www.consciousminds.org/about-us.html)
10:32:45	107615/107615	---MCZ	200	added ('OK')	image/png	etag:dfca68658d1b7695a39f01a1423289ad	http://nebula.wsimg.com/c890da048414eba31fc9b8d8755f7437?AccessKeyId=34A6B105191E6200F0FD&disposition=0&alloworigin=1	C:/Users/arthur.vanderbilt/DropBox/My%20Web%20Sites/Conscious%20Minds/nebula.wsimg.com/c890da048414eba31fc9b8d8755f7437985f.png	(from http://www.consciousminds.org/about-us.html)
